id;airline;plane_model;total_seats;origin;destination;schedule_departure_date;schedule_arrival_date;real_departure_date;real_arrival_date;pilot;copilot;notes
0000062853;Aer Lingus;Airbus A320;180;Rome;LIS;2022/07/03 17:17:12;2022/07/03 20:17:12;2022/07/03 17:32:12;2022/07/03 23:32:12;William Williams;Olivia Johnson;
0000062854;Scandinavian Airlines (SAS);Boeing 737;160;CPH;Madrid;2022/08/08 10:00:59;2022/08/08 11:00:59;2022/08/08 10:30:59;2022/08/08 13:00:59;Michael Smith;David Miller;
0000062874;Jet2.com;;220;MAN;PRG;2023/02/07 16:19:28;2023/02/07 18:49:28;2023/02/07 16:49:28;2023/02/07 22:19:28;Robert Davis;Jane Taylor;
0000062903;Turkish Airlines;Airbus A320;200;IST;PRG;2022/03/14 03:17:43;2022/03/14 00:47:43;2022/03/14 00:47:43;2022/03/14 05:52:43;Jane Miller;Laura Taylor;
0000062909;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2021/08/10 12:03:44;2021/08/10 12:48:44;2021/08/10 12:08:44;2021/08/10 14:23:44;Sarah Williams;;
0000062913;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2021/11/21 08:40:56;2021/11/21 09:25:56;2021/11/21 08:40:56;2021/11/21 10:15:56;Sarah Williams;;
0000062923;British Airways;Boeing 737;150;LHR;AMS;2021/08/19~12:16:20;2021/08/19 13:26:20;2021/08/19 12:16:20;2021/08/19 14:51:20;Robert Taylor;Sarah Smith;Our flight attendants are attentive and professional.
0000062924;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2021/10/04 14:37:20;2021/10/04 15:22:20;2021/10/04 15:07:20;2021/10/04 16:42:20;Sarah Williams;;
;Vueling Airlines;Airbus A319;160;BCN;FCO;2021/06/08 14:48:19;2021/06/08 16:38:19;2021/06/08 14:48:19;2021/06/08 18:33:19;Laura Moore;Jane Williams;
;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2023/02/05 04:03:32;2023/02/05 05:03:32;2023/02/05 04:33:32;2023/02/05 06:33:32;Michael Smith;David Miller;We're starting our descent into our destination.
0000062956;Lufthansa;Boeing 777;300;FRA;MAD;2021/07/21 03:11:48;2021/07/21 00:41:48;2021/07/21 00:56:48;2021/07/21 06:01:48;John Johnson;David Brown;
0000062960;Aeroflot;Airbus A320;250;SVO;Athens;2022/05/15 03:09:20;2022/05/15 06:24:20;2022/05/15 03:14:20;2022/05/15 09:44:20;Jane Moore;Sarah Williams;
0000062972;Lufthansa;Boeing 777;300;FRA;Athens;2023/07/05 01:02:54;2023/07/05 03:32:54;2023/07/05 01:07:54;2023/07/05 06:52:54;John Johnson;David Brown;
0000062986;;Airbus A320;200;IST;PRG;2022/07/10 11:11:18;2022/07/10 13:41:18;2022/07/10 11:16:18;2022/07/10 16:16:18;Jane Miller;Laura Taylor;
;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2021/02/15 11:47:05;2021/02/15 13:17:05;2021/02/15 11:52:05;2021/02/15 15:22:05;Emily Williams;Michael Smith;
0000062990;Iberia;Airbus A321;220;MAD;LIS;2022/03/08 03:11:26;2022/03/08 01:56:26;2022/03/08 02:16:26;2022/03/08 04:46:26;Robert Miller;Sarah Davis;
0000063008;Vueling Airlines;Airbus A319;160;BCN;FCO;2023/08/03 02:16:31;2023/08/03 04:06:31;2023/08/03 02:16:31;;Laura Moore;Jane Williams;
0000063014;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2022/07/17 09:20:27;2022/07/17 07:50:27;2022/07/17 07:50:27;2022/07/17 10:50:27;Emily Williams;Michael Smith;
0000063018;Turkish Airlines;Airbus A320;200;IST;PRG;2022/08/15 09:28:20;2022/08/15 11:58:20;2022/08/15 15:18:20;2022/08/15 10:13:20;Jane Miller;Laura Taylor;Our fuel consumption is on track with the flight plan.
0000063022;Swiss International Air Lines;Airbus A319;140;Madrid;MXP;2023/01/02 02:48:42;2023/01/02 03:33:42;2023/01/02 03:03:42;2023/01/02 05:18:42;Sarah Williams;John Davis;
0000063028;Ryanair;Boeing 737;189;DUB;TXL;2022/06/09 04:25:01;2022/06/09 06:25:01;2022/06/09 05:10:01;2022/06/09 09:40:01;;Sarah Williams;
0000063033;Iberia;Airbus A321;L;MAD;LIS;2021/03/15 11:46:26;2021/03/15 13:01:26;2021/03/15 12:16:26;2021/03/15 15:31:26;Robert Miller;Sarah Davis;
0000063054;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2022/06/17 15:17:15;2022/06/17 14:07:15;2022/06/17 14:07:15;2022/06/17 16:47:15;Jane Smith;Sarah Johnson;
0000063069;Transavia;Airbus A320;180;AMS;NCE;2021/01/12 03:06:04;2021/01/12 05:26:04;2021/01/12 08:11:04;2021/01/12 03:26:04;Laura Davis;Robert Davis;Ground crew efficiently handled the aircraft turnaround.
0000063070;Ryanair;Boeing 737;189;DUB;Paris;2023/07/10 09:01:46;2023/07/10 11:46:46;2023/07/10 09:01:46;2023/07/10 14:31:46;Sarah Brown;David Wilson;
0000063077;Ukraine International Airlines;;120;KBP;WAW;2022/10/06 06:12:05;2022/10/06 07:42:05;2022/10/06 06:12:05;2022/10/06 09:12:05;Emily Williams;Michael Smith;
0000063081;TAP Air Portugal;Airbus A320;200;LIS;Berlin;2021/11/04 13:20:20;2021/11/04 14:30:20;2021/11/04 13:25:20;2021/11/04 15:45:20;Emily Wilson;Jane Smith;
0000063097;Air France;Airbus A321;220;CDG;FCO;2022/07/07 04:40:52;2022/07/07 06:25:52;2022/07/07 09:10:52;2022/07/07 04:55:52;Emily Johnson;Sarah Smith;Passengers with connecting flights will be assisted.
0000063099;Ryanair;Boeing 737;189;DUB;Lisbon;2021/05/08 11:39:37;2021/05/08 14:24:37;2021/05/08 11:39:37;2021/05/08 17:39:37;Sarah Brown;David Wilson;
0000063106;Turkish Airlines;Airbus A320;200;IST;PRG;2023/02/17 07:13:59;2023/02/17 04:43:59;2023/02/17 04:43:59;2023/02/17 09:43:59;Jane Miller;Laura Taylor;
0000063116;Air France;Airbus A321;220;CDG;FCO;02:44:13 AM/12/01/2021;2022/11/04 02:27:02;2022/11/04 00:47:02;2022/11/04 04:22:02;Emily Johnson;Sarah Smith;
0000063138;Austrian Airlines;;220;VIE;MUC;2021/10/07 16:06:01;2021/10/07 16:56:01;2021/10/07 16:06:01;2021/10/07 18:01:01;Michael Johnson;Robert Wilson;Our fuel consumption is on track with the flight plan.
0000063143;Alitalia;Boeing 767;280;FCO;Warsaw;2021/12/16 05:06:27;2021/12/16 07:06:27;2021/12/16 05:21:27;2021/12/16 09:41:27;David Johnson;William Brown;
0000063144;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2022/07/15 13:03:05;2022/07/15 14:03:05;2022/07/15 15:08:05;2022/07/15 13:08:05;Michael Smith;David Miller;The in-flight entertainment system is working flawlessly.
0000063155;Aeroflot;Airbus A320;O;SVO;TXL;2021/05/15 15:37:25;2021/05/15 18:52:25;2021/05/15 15:37:25;2021/05/15 22:07:25;Jane Moore;Sarah Williams;
;Turkish Airlines;Airbus A320;200;IST;PRG;2023/01/19 09:08:25;2023/01/19 11:38:25;2023/01/19 09:13:25;2023/01/19 14:13:25;Jane Miller;Laura Taylor;Thank you for choosing our airline for your journey.
0000063161;Ryanair;Boeing 737;189;DUB;TXL;2021/08/14 14:39:03;2021/08/14 16:39:03;2021/08/14 15:09:03;2021|08|14 19:09:03;Emily Davis;Sarah Williams;
;Ryanair;Boeing 737;189;DUB;BCN;2022/09/14 00:24:17;2022/09/14 03:09:17;2022/09/14 00:54:17;2022/09/14 06:24:17;Sarah Brown;David Wilson;
0000063183;Transavia;Airbus A320;180;AMS;NCE;2022/04/03 03:59:42;2022/04/03 01:39:42;2022/04/03 02:24:42;2022/04/03 07:49:42;Laura Davis;Robert Davis;We apologize for any inconvenience caused.
0000063186;Aer Lingus;Airbus A320;180;DUB;LIS;2021/11/11 04:50:49;2021/11/11 07:50:49;2021/11/11 05:20:49;2021/11/11 11:40:49;;Olivia Johnson;The approach to the runway is clear and safe.
;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2022/07/13 17:44:17;2022/07/13 18:29:17;2022/07/13 17:44:17;2022/07/13 19:29:17;Sarah Williams;John Davis;
0000063204;Air France;Airbus A321;220;CDG;FCO;2021/06/03 04:46:32;2021/06/03 06:31:32;2021/06/03 05:31:32;2021|06|03 09:16:32;Emily Johnson;Sarah Smith;
0000063242;;Airbus A320;200;IST;PRG;2022/10/18 01:01:29;2022/10/18 03:31:29;2022/10/18 01:01:29;2022/10/18 06:01:29;Jane Miller;Laura Taylor;
0000063260;Austrian Airlines;Airbus A321;220;VIE;MUC;2022/10/12 07:39:03;2022/10/12 06:49:03;2022/10/12 07:19:03;2022/10/12 09:19:03;Michael Johnson;Robert Wilson;
0000063273;Aeroflot;Airbus A320;250;SVO;TXL;2023/01/10 12:19:37;2023/01/10 15:34:37;2023/01/10 19:09:37;2023/01/10 12:19:37;Jane Moore;Sarah Williams;
0000063275;Alitalia;Boeing 767;280;FCO;ATH;2021/03/03 01:46:30;2021/03/03 03:46:30;2021/03/03 02:31:30;2021/03/03 06:36:30;;William Brown;
0000063281;Jet2.com;Airbus A321;220;MAN;PRG;04:29:54 PM/04/07/2005;2023/02/15 12:24:55;2023/02/15 10:24:55;2023/02/15 15:39:55;Robert Davis;Jane Taylor;
0000063283;;Boeing 767;280;FCO;ATH;2021/11/10 13:18:07;2021/11/10 15:18:07;2021/11/10 13:18:07;2021/11/10 17:48:07;David Johnson;William Brown;
0000063285;Lufthansa;Boeing 777;300;FRA;MAD;2022/01/12 08:36:18;2022/01/12 11:06:18;2022/01/12 08:36:18;2022/01/12 13:36:18;;David Brown;
0000063311;Turkish Airlines;Airbus A320;200;IST;Lisbon;2021/12/05 00:24:50;2021/12/05 02:54:50;2021/12/05 00:54:50;2021/12/05 05:54:50;Jane Miller;Laura Taylor;The in-flight entertainment system is working flawlessly.
0000063319;Turkish Airlines;Airbus A320;200;IST;PRG;18/12/2001;2023/03/13 17:18:05;2023/03/13 14:48:05;2023/03/13 19:48:05;Jane Miller;Laura Taylor;
0000063322;Lufthansa;Boeing 777;300;FRA;MAD;2021/03/07 14:43:53;2021/03/07 17:13:53;2021/03/07 20:13:53;2021/03/07 14:43:53;John Johnson;David Brown;
0000063324;Austrian Airlines;Airbus A321;220;VIE;MUC;2021/10/17 08:04:01;2021/10/17 08:54:01;2021/10/17 08:09:01;26/09/2015;Michael Johnson;Robert Wilson;
0000063331;Lufthansa;Boeing 777;300;FRA;MAD;2023/06/11 12:00:29;2023/06/11 14:30:29;2023/06/11 18:15:29;2023/06/11 12:30:29;John Johnson;David Brown;The airport is busy, but we'll find a gate shortly.
0000063334;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2022/09/18~02:11:52;2022/09/18 03:11:52;2022/09/18 02:11:52;2022/09/18 04:31:52;William Moore;Laura Taylor;The flight crew is highly experienced and trained.
0000063337;Jet2.com;Airbus A321;220;MAN;PRG;2021/09/22 20:04:07;2021/09/22 17:34:07;2021/09/22 17:49:07;2021/09/22 22:49:07;Robert Davis;Jane Taylor;
0000063340;Air France;Airbus A321;220;CDG;FCO;2021/09/09 13:27:10;2021/09/09 15:12:10;2021/09/09 13:47:10;2021/09/09 17:37:10;Emily Johnson;;
0000063349;Austrian Airlines;Airbus A321;220;Prague;MUC;2021/02/17 04:05:47;2021/02/17 04:55:47;2021/02/17 04:10:47;2021/02/17 06:20:47;Michael Johnson;Robert Wilson;
0000063351;Austrian Airlines;Airbus A321;220;Rome;MUC;2022/03/17 03:35:59;2022/03/17 04:25:59;2022/03/17 03:50:59;2022/03/17 05:45:59;Michael Johnson;Robert Wilson;
;EasyJet;Airbus A320;180;LHR;CDG;2022/07/14 16:33:01;2022/07/14 17:48:01;2022/07/14 16:33:01;2022/07/14 19:23:01;Robert Miller;Laura Smith;
0000063356;Lufthansa;;300;FRA;MAD;2021/10/07 13:03:41;2021/10/07 15:33:41;2021/10/07 13:03:41;2021/10/07 18:23:41;John Johnson;David Brown;
0000063360;;Airbus A320;180;AMS;NCE;2022/01/17 03:56:58;2022/01/17 06:16:58;2022/01/17 03:56:58;2022/01/17 08:36:58;Laura Davis;Robert Davis;
0000063363;Transavia;Airbus A320;180;AMS;NCE;2022/09/12 00:44:48;2022/09/12 03:04:48;2022/09/12 00:44:48;;Laura Davis;Robert Davis;We've reached our maximum altitude for this flight.
0000063386;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2022/07/19 12:26:55;2022/07/19 13:56:55;2022/07/19 12:46:55;2022/07/19 16:06:55;;Michael Smith;The flight crew is highly experienced and trained.
0000063388;TAP Air Portugal;Airbus A320;200;LIS;MAD;2021/09/08 11:14:20;2021/09/08 12:24:20;2021/09/08 11:14:20;2021/09/08 13:34:20;Emily Wilson;;
0000063395;Ryanair;Boeing 737;189;DUB;Lisbon;2023/01/03 08:14:26;2023/01/03 10:14:26;2023/01/03 08:14:26;2023/01/03 12:14:26;Emily Davis;Sarah Williams;
0000063412;Ryanair;Boeing 737;189;DUB;TXL;2023/05/22 14:27:42;2023/05/22 16:27:42;2023/05/22 18:27:42;2023/05/22 14:27:42;Emily Davis;Sarah Williams;Cabin pressure and temperature are within normal ranges.
0000063438;Aeroflot;;250;SVO;TXL;2021/03/13 11:26:11;2021/03/13 14:41:11;2021/03/13 11:26:11;2021/03/13 17:56:11;Jane Moore;Sarah Williams;
0000063448;Austrian Airlines;Airbus A321;220;VIE;MUC;2021/03/14 10:54:47;2021/03/14 11:44:47;2021/03/14 10:54:47;2021|03|14 12:34:47;Michael Johnson;Robert Wilson;
0000063456;Lufthansa;Boeing 777;300;FRA;MAD;2021/02/06 02:42:47;2021/02/06 05:12:47;2021/02/06 07:57:47;2021/02/06 02:57:47;John Johnson;David Brown;We have a strong commitment to on-time departures.
0000063458;;Airbus A321;220;CDG;FCO;2021/12/08 05:35:54;2021/12/08 07:20:54;2021/12/08 05:50:54;2021/12/08 09:40:54;Emily Johnson;Sarah Smith;
0000063459;EasyJet;Airbus A320;180;LHR;CDG;2023/01/17 18:19:05;2023/01/17 17:04:05;2023/01/17 17:04:05;2023/01/17 19:54:05;Robert Miller;Laura Smith;
0000063462;British Airways;Boeing 737;150;LHR;AMS;2022/05/19 06:34:35;2022/05/19 07:44:35;2022/05/19 08:59:35;2022/05/19 06:39:35;Robert Taylor;Sarah Smith;Our flight crew communicates well and is cohesive.
0000063474;EasyJet;Airbus A320;180;LHR;CDG;2023/03/10 17:29:45;2023/03/10 18:44:45;2023/03/10 17:29:45;;Robert Miller;Laura Smith;
0000063481;Transavia;Airbus A320;180;AMS;NCE;2021/10/03 03:23:44;2021/10/03 05:43:44;2021/10/03 04:08:44;2021/10/03 08:48:44;;Robert Davis;
0000063484;Air France;Airbus A321;220;CDG;FCO;2023/03/01~13:08:51;2023/03/01 14:53:51;2023/03/01 13:08:51;2023/03/01 16:38:51;Emily Johnson;Sarah Smith;
0000063486;Vueling Airlines;Airbus A319;G;BCN;FCO;2022/03/05 16:24:32;2022/03/05 18:14:32;2022/03/05 17:09:32;2022/03/05 20:49:32;Laura Moore;Jane Williams;
0000063521;British Airways;Boeing 737;Q;LHR;AMS;2021/06/07 10:21:08;2021/06/07 11:31:08;2021/06/07 10:41:08;2021/06/07 13:01:08;Robert Taylor;Sarah Smith;
0000063528;EasyJet;Airbus A320;180;LHR;CDG;2023/06/17 04:52:16;2023/06/17 06:07:16;2023/06/17 04:52:16;2023/06/17 07:52:16;Robert Miller;;
0000063547;TAP Air Portugal;Airbus A320;200;LIS;MAD;2023/07/04 13:46:32;2023/07/04 14:56:32;2023/07/04 13:46:32;2023|07|04 16:26:32;Emily Wilson;Jane Smith;
0000063554;LOT Polish Airlines;;100;WAW;BUD;2022/05/20 05:14:14;2022/05/20 06:29:14;2022/05/20 05:14:14;2022/05/20 08:29:14;Sarah Smith;Robert Miller;
0000063559;Norwegian Air Shuttle;;150;OSL;CPH;2022/01/03 15:28:43;2022/01/03 16:28:43;2022/01/03 15:33:43;2022/01/03 17:48:43;William Moore;Laura Taylor;
0000063561;Turkish Airlines;Airbus A320;200;IST;PRG;2023/05/09 17:48:44;2023/05/09 20:18:44;2023/05/09 18:03:44;2023/05/09 23:23:44;;Laura Taylor;
;Lufthansa;Boeing 777;300;FRA;MAD;2023/04/02 12:21:05;2023/04/02 14:51:05;2023/04/02 12:36:05;2023/04/02 17:41:05;John Johnson;David Brown;
;Transavia;Airbus A320;180;AMS;NCE;2021/03/16 13:27:43;2021/03/16 15:47:43;2021/03/16 13:32:43;2021/03/16 18:12:43;Laura Davis;Robert Davis;
0000063598;Turkish Airlines;Airbus A320;200;IST;PRG;2021|01|07 03:05:53;2021/01/07 05:35:53;2021/01/07 03:10:53;2021/01/07 08:40:53;Jane Miller;Laura Taylor;
0000063611;Jet2.com;Airbus A321;XWD;MAN;PRG;2022/07/13 11:38:43;2022/07/13 14:08:43;2022/07/13 11:53:43;2022/07/13 17:38:43;Robert Davis;Jane Taylor;Landing gear is functioning perfectly.
0000063629;Austrian Airlines;Airbus A321;220;VIE;MUC;2021/06/19 17:01:22;2021/06/19 17:51:22;2021/06/19 19:01:22;2021/06/19 17:01:22;Michael Johnson;Robert Wilson;
0000063635;;Airbus A320;180;AMS;NCE;2022/01/06 04:05:19;2022/01/06 06:25:19;2022/01/06 04:20:19;2022/01/06 09:20:19;Laura Davis;Robert Davis;
0000063647;Transavia;Airbus A320;180;Madrid;NCE;2022/10/19 12:54:42;2022/10/19 15:14:42;2022/10/19 13:24:42;2022/10/19 18:19:42;Laura Davis;Robert Davis;
0000063661;Lufthansa;;300;FRA;MAD;2022/10/22 10:00:32;2022/10/22 12:30:32;2022/10/22 10:20:32;2022/10/22 15:40:32;John Johnson;David Brown;
0000063673;British Airways;Boeing 737;150;LHR;AMS;2023/07/04 01:12:06;2023/07/04 02:22:06;2023/07/04 01:17:06;2023/07/04 04:07:06;;Sarah Smith;Our flight crew communicates well and is cohesive.
0000063680;Transavia;Airbus A320;180;AMS;Budapest;2022/04/12 10:52:12;2022/04/12 13:12:12;2022/04/12 11:12:12;2022/04/12 16:12:12;Laura Davis;Robert Davis;Our pilots have undergone extensive training.
;Transavia;Airbus A320;180;AMS;NCE;2022/06/01 16:10:15;2022/06/01 18:30:15;2022/06/01 16:25:15;2022/06/01 21:05:15;Laura Davis;Robert Davis;Our company values safety above all else.
0000063698;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2022/10/19 15:43:15;2022/10/19 16:58:15;2022/10/19 15:43:15;25/01/2007;Sarah Smith;Robert Miller;
0000063700;Vueling Airlines;Airbus A319;160;BCN;FCO;2023/01/15 15:33:26;2023/01/15 17:23:26;2023/01/15 15:33:26;2023/01/15 19:13:26;;Jane Williams;
0000063702;British Airways;Boeing 737;150;LHR;AMS;2022/01/22 14:10:33;2022/01/22 15:20:33;2022/01/22 14:10:33;2022/01/22~16:30:33;Robert Taylor;Sarah Smith;
0000063709;Vueling Airlines;Airbus A319;Z;BCN;FCO;2023/05/18 16:07:42;2023/05/18 17:57:42;2023/05/18 16:07:42;2023/05/18 19:52:42;Laura Moore;Jane Williams;
0000063714;Scandinavian Airlines (SAS);Boeing 737;160;ARN;hEL;2022/01/14 00:46:55;2022/01/14 01:56:55;2022/01/14 01:06:55;2022/01/14 03:26:55;;Sarah Johnson;
0000063719;;Airbus A320;200;LIS;MAD;2022/09/07 06:50:46;2022/09/07 08:00:46;2022/09/07 06:50:46;2022/09/07 09:30:46;Emily Wilson;Jane Smith;
0000063722;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2022/05/11 01:41:19;2022/05/11 02:26:19;2022/05/11 01:46:19;2022/05/11 03:16:19;Sarah Williams;;
0000063726;Ryanair;Boeing 737;189;DUB;TXL;2023/06/18 15:55:20;2023/06/18 17:55:20;2023/06/18 16:00:20;2023/06/18 20:15:20;Emily Davis;;
0000063732;Aeroflot;Airbus A320;250;SVO;Madrid;2023/07/22 17:06:20;2023/07/22 20:21:20;2023/07/22 17:06:20;2023/07/22 23:51:20;Jane Moore;Sarah Williams;
0000063759;Air France;;220;CDG;FCO;2023/08/14 00:46:27;2023/08/14 02:31:27;2023/08/14 01:31:27;2023/08/14 05:46:27;Emily Johnson;Sarah Smith;The flight attendants are preparing for landing.
0000063761;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2021/04/08 07:25:27;2021/04/08 08:35:27;2021/04/08 10:00:27;2021/04/08 07:25:27;Jane Smith;Sarah Johnson;
0000063770;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2023/06/06 16:25:18;2023/06/06 17:10:18;2023/06/06 16:40:18;2023/06/06~18:10:18;Sarah Williams;John Davis;
0000063774;Alitalia;Boeing 767;HAL;FCO;ATH;2023/04/14 04:05:17;2023/04/14 06:05:17;2023/04/14 04:05:17;2023/04/14 08:35:17;David Johnson;William Brown;Passengers are complying with safety regulations.
;Alitalia;Boeing 767;280;FCO;ATH;2022/12/21 16:15:57;2022/12/21 18:15:57;2022/12/21 16:35:57;2022/12/21 20:35:57;David Johnson;William Brown;
0000063800;Ryanair;;189;DUB;BCN;2023/08/01 17:27:31;2023/08/01 20:12:31;2023/08/01 17:27:31;2023/08/01 23:02:31;Sarah Brown;David Wilson;
0000063803;EasyJet;Airbus A320;180;LHR;Amsterdam;2022/09/14 04:59:28;2022/09/14 06:14:28;2022/09/14 04:59:28;2022/09/14 07:44:28;Robert Miller;Laura Smith;Our maintenance team keeps the aircraft in top shape.
0000063805;Aeroflot;Airbus A320;250;SVO;TXL;2023/04/09 16:07:14;2023/04/09 19:22:14;2023/04/09 16:27:14;2023/04/09 22:57:14;;Sarah Williams;
0000063807;Iberia;Airbus A321;220;MAD;LIS;2022/10/16 19:09:33;2022/10/16 17:54:33;2022/10/16 17:54:33;2022/10/16 20:24:33;Robert Miller;Sarah Davis;
0000063814;Aer Lingus;Airbus A320;180;DUB;LIS;2021|10|03 14:58:07;2021/10/03 17:58:07;2021/10/03 15:03:07;2021/10/03 21:23:07;William Williams;Olivia Johnson;
0000063818;TAP Air Portugal;Airbus A320;200;LIS;MAD;2023/02/13 12:04:58;2023/02/13 13:14:58;2023/02/13 12:49:58;2023/02/13 15:09:58;Emily Wilson;;We have a strong commitment to on-time departures.
0000063841;Transavia;Airbus A320;180;AMS;NCE;2022/04/17 11:51:26;2022/04/17 14:11:26;2022/04/17 11:51:26;2022/04/17 17:16:26;;Robert Davis;
0000063874;Austrian Airlines;Airbus A321;220;VIE;MUC;2022/10/08 10:50:47;2022/10/08 11:40:47;2022/10/08 10:55:47;;Michael Johnson;Robert Wilson;
0000063890;Alitalia;Boeing 767;280;FCO;ATH;2023/06/19 17:29:36;2023/06/19 19:29:36;2023/06/19 17:29:36;;David Johnson;William Brown;
0000063893;Alitalia;Boeing 767;NZC;FCO;ATH;2021/03/18 02:53:36;2021/03/18 04:53:36;2021/03/18 03:38:36;2021/03/18 07:38:36;David Johnson;William Brown;
0000063895;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2022/05/17 00:24:00;2022/05/17 01:54:00;2022/05/17 04:14:00;2022/05/17 00:29:00;Emily Williams;Michael Smith;
0000063902;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2023/01/02 08:54:24;2023/01/02 10:09:24;2023/01/02 11:24:24;2023/01/02 08:54:24;Sarah Smith;Robert Miller;
0000063903;Iberia;Airbus A321;220;MAD;LIS;2023/06/18 09:19:00;2023/06/18 08:04:00;2023/06/18 08:04:00;2023/06/18 10:34:00;Robert Miller;Sarah Davis;
0000063907;Aeroflot;Airbus A320;250;Amsterdam;TXL;2021/01/06 11:53:48;2021/01/06 15:08:48;2021/01/06 11:53:48;2021/01/06 18:23:48;Jane Moore;Sarah Williams;
0000063916;Vueling Airlines;Airbus A319;160;BCN;FCO;2022/06/01 07:24:17;2022/06/01 09:14:17;2022/06/01 07:39:17;2022/06/01 11:19:17;Laura Moore;;
0000063927;TAP Air Portugal;;200;LIS;MAD;2022/07/16 02:37:04;2022/07/16 03:47:04;2022/07/16 02:42:04;2022/07/16 05:02:04;Emily Wilson;Jane Smith;
0000063929;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2021/01/14 08:03:13;2021/01/14 08:48:13;2021/01/14 08:18:13;2021/01/14 09:48:13;Sarah Williams;;
0000063932;Aeroflot;Airbus A320;250;SVO;TXL;2023/06/06 00:11:09;2023/06/06 03:26:09;2023/06/06 00:41:09;2023|06|06 07:41:09;Jane Moore;Sarah Williams;Our pilots have undergone extensive training.
0000063965;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2021/12/06 06:52:16;2021/12/06 08:07:16;2021/12/06 06:52:16;2021/12/06 09:27:16;Sarah Smith;;
0000063974;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2021/08/13 09:58:06;2021/08/13 08:28:06;2021/08/13 08:28:06;2021/08/13 11:28:06;Emily Williams;Michael Smith;
0000063990;Norwegian Air Shuttle;Boeing 737;FGY;OSL;CPH;2022/10/19 09:00:29;2022/10/19 10:00:29;2022/10/19 09:00:29;2022/10/19 11:00:29;William Moore;Laura Taylor;
0000064016;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2022/01/08 08:06:38;2022/01/08 09:21:38;2022/01/08 08:26:38;2022/01/08 10:56:38;Sarah Smith;;
0000064051;Austrian Airlines;Airbus A321;220;VIE;MUC;2021/06/03 01:28:53;2021/06/03 02:18:53;2021/06/03 01:33:53;11:46:30 AM/10/05/2019;Michael Johnson;Robert Wilson;
0000064057;;Boeing 737;150;OSL;CPH;2023/04/17 17:48:22;2023/04/17 18:48:22;2023/04/17 17:48:22;2023/04/17 20:03:22;William Moore;Laura Taylor;
0000064065;Ryanair;Boeing 737;189;DUB;BCN;11/02/2007;2022/05/08 17:20:42;2022/05/08 14:35:42;2022/05/08 20:05:42;Sarah Brown;David Wilson;
0000064077;Jet2.com;Airbus A321;220;MAN;PRG;22/03/2018;2023/01/20 14:34:14;2023/01/20 12:04:14;2023/01/20 17:04:14;Robert Davis;Jane Taylor;
0000064079;Scandinavian Airlines (SAS);Boeing 737;160;aRn;HEL;2022/08/02 06:15:42;2022/08/02 07:25:42;2022/08/02 06:35:42;2022/08/02 09:00:42;;Sarah Johnson;
0000064094;Vueling Airlines;Airbus A319;160;BCN;FCO;2022/02/04 11:42:41;2022/02/04 13:32:41;2022/02/04 11:42:41;12/06/2005;Laura Moore;Jane Williams;
;British Airways;Boeing 737;150;LHR;AMS;2023/05/09 14:41:52;2023/05/09 15:51:52;2023/05/09 14:41:52;2023/05/09 17:31:52;Robert Taylor;Sarah Smith;
0000064119;Scandinavian Airlines (SAS);Boeing 737;160;Amsterdam;HEL;2021/05/09 04:44:42;2021/05/09 05:54:42;2021/05/09 04:59:42;2021/05/09 08:04:42;Jane Smith;Sarah Johnson;Cabin crew did an excellent job with passenger service.
0000064122;Transavia;Airbus A320;T;AMS;NCE;2023/04/10 11:12:22;2023/04/10 13:32:22;2023/04/10 11:12:22;2023/04/10 15:52:22;Laura Davis;Robert Davis;
0000064128;KLM Royal Dutch Airlines;Airbus A330;250;Rome;VIE;2023/04/05 10:02:03;2023/04/05 12:27:03;2023/04/05 10:02:03;2023/04/05 15:07:03;John Moore;David Miller;
0000064140;Turkish Airlines;Airbus A320;200;IST;PRG;2023/07/12 15:53:12;2023/07/12 18:23:12;2023/07/12 15:53:12;2023/07/12 20:53:12;;Laura Taylor;
0000064142;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2023/08/11 19:14:52;2023/08/11 17:44:52;2023/08/11 17:44:52;2023/08/11 20:49:52;Emily Williams;Michael Smith;
